class,filename,filepath,width,height,aspect_ratio,mode,format,size_kb,corrupt,hash,brightness,contrast
Patch,47.jpg,..\data\Surface Crack Detection\Patch\Patch\47.jpg,1188,1024,1.16,RGB,JPEG,283.8,False,ac516edd5b9ff6f1d6bbab31e581045c,184.711,11.859468
Patch,48.jpg,..\data\Surface Crack Detection\Patch\Patch\48.jpg,2750,1529,1.799,RGB,JPEG,850.5,False,50ffff120131be7a82bbec88a7f9ff07,174.58765,9.780258
Patch,49.jpg,..\data\Surface Crack Detection\Patch\Patch\49.jpg,2830,1571,1.801,RGB,JPEG,1558.7,False,8d27fca27289626f43cf8b51825a90bb,174.48901,10.627613
Patch,5.jpg,..\data\Surface Crack Detection\Patch\Patch\5.jpg,2742,1343,2.042,RGB,JPEG,785.1,False,26aff7ad184a01fa04682afc84bb51bb,157.81854,11.7374735
Patch,50.jpg,..\data\Surface Crack Detection\Patch\Patch\50.jpg,2061,1312,1.571,RGB,JPEG,743.8,False,ab05f421c646566545dbd9b920277fa3,172.67462,9.194533
Patch,51.jpg,..\data\Surface Crack Detection\Patch\Patch\51.jpg,3590,1694,2.119,RGB,JPEG,1915.4,False,6a46cdf114f6bea7437afa2ccd5a4bfa,174.93579,10.286831
Patch,52.jpg,..\data\Surface Crack Detection\Patch\Patch\52.jpg,4027,1607,2.506,RGB,JPEG,1791.1,False,7f205b3746997bb4338c85213a543c64,194.17242,11.370267
Patch,53.jpg,..\data\Surface Crack Detection\Patch\Patch\53.jpg,3002,1943,1.545,RGB,JPEG,1153.7,False,42b4292f1b2a6cbaff0e61d4615ec45a,145.61139,7.925529
Patch,54.jpg,..\data\Surface Crack Detection\Patch\Patch\54.jpg,3152,2216,1.422,RGB,JPEG,2382.7,False,8f066051259291166c05398eb97b5a3e,168.39154,8.316138
Patch,55.jpg,..\data\Surface Crack Detection\Patch\Patch\55.jpg,3210,2746,1.169,RGB,JPEG,3008.8,False,4e13aa7dfe17238258a55f425b4e76a2,169.23022,8.615844
Patch,56.jpg,..\data\Surface Crack Detection\Patch\Patch\56.jpg,3073,2578,1.192,RGB,JPEG,2453.9,False,7b479fe7aab8103b47a62b954d63fa58,161.90912,8.7402
Patch,57.jpg,..\data\Surface Crack Detection\Patch\Patch\57.jpg,3522,2511,1.403,RGB,JPEG,3146.5,False,370d96a8985d8bdefe467067590ae393,161.19958,8.789036
Patch,58.jpg,..\data\Surface Crack Detection\Patch\Patch\58.jpg,1961,2112,0.929,RGB,JPEG,1596.1,False,1928e76e585381a8322a6bdc19075a66,167.15277,10.4459715
Patch,59.jpg,..\data\Surface Crack Detection\Patch\Patch\59.jpg,2224,2951,0.754,RGB,JPEG,1797.6,False,7fc8a62e167155ef46c4a34166490ed7,165.80115,9.649162
Patch,6.jpg,..\data\Surface Crack Detection\Patch\Patch\6.jpg,3858,2476,1.558,RGB,JPEG,2154.8,False,93c2ea52da56da33a4d6d573b3051843,161.55365,14.081803
Patch,60.jpg,..\data\Surface Crack Detection\Patch\Patch\60.jpg,3954,2267,1.744,RGB,JPEG,2630.2,False,a9226cc349e9caffe9d39942399661d4,163.59424,7.9775333
Patch,61.jpg,..\data\Surface Crack Detection\Patch\Patch\61.jpg,3215,1980,1.624,RGB,JPEG,2024.0,False,1ee126693481f47757e87599ca82354b,167.10016,8.582886
Patch,62.jpg,..\data\Surface Crack Detection\Patch\Patch\62.jpg,2850,1859,1.533,RGB,JPEG,1660.1,False,107f9f59e98f9723f469ad17490dcf6f,161.19647,7.8009152
Patch,63.jpg,..\data\Surface Crack Detection\Patch\Patch\63.jpg,2990,1740,1.718,RGB,JPEG,1752.6,False,a28224f8f2fad7db2e16c042ebbdf95f,169.74799,8.690269
Patch,64.jpg,..\data\Surface Crack Detection\Patch\Patch\64.jpg,2446,2178,1.123,RGB,JPEG,1881.1,False,adf64db2af0a769c8775de36a63f2ec4,158.06287,8.119858
Patch,65.jpg,..\data\Surface Crack Detection\Patch\Patch\65.jpg,3238,1355,2.39,RGB,JPEG,1284.1,False,eb6d6718e1d7ba16bb63a8f54e9cfda8,162.33044,11.386683
Patch,66.jpg,..\data\Surface Crack Detection\Patch\Patch\66.jpg,2801,1560,1.796,RGB,JPEG,1192.9,False,e67ad0ab66cf0e0cbd273a62308e6442,162.24207,9.903914
Patch,67.jpg,..\data\Surface Crack Detection\Patch\Patch\67.jpg,3665,2650,1.383,RGB,JPEG,2354.9,False,ca411768c37294b3281c09dabbc60b19,154.04169,9.709672
Patch,68.jpg,..\data\Surface Crack Detection\Patch\Patch\68.jpg,2985,3003,0.994,RGB,JPEG,2053.8,False,3a35c48cb23f86613da3a36395a67552,170.643,10.505924
Patch,69.jpg,..\data\Surface Crack Detection\Patch\Patch\69.jpg,3489,2424,1.439,RGB,JPEG,2683.7,False,5a47c7c1da6497cdd26c7e6773089992,165.92633,8.992191
Patch,7.jpg,..\data\Surface Crack Detection\Patch\Patch\7.jpg,3103,3007,1.032,RGB,JPEG,1605.9,False,d172253ab3f46f8a7e1f7f7846e36dc5,154.26233,13.6621
Patch,70.jpg,..\data\Surface Crack Detection\Patch\Patch\70.jpg,3332,2797,1.191,RGB,JPEG,2610.7,False,299c4da56dd6667e4ac50f9b7569c0b6,165.38043,12.085798
Patch,71.jpg,..\data\Surface Crack Detection\Patch\Patch\71.jpg,1353,572,2.365,RGB,JPEG,122.1,False,81400c9f00e1cff84ed018f6f4c6a699,177.06952,14.653613
Patch,72.jpg,..\data\Surface Crack Detection\Patch\Patch\72.jpg,1323,1048,1.262,RGB,JPEG,280.4,False,af38c441b8e51a7d0d0ee2eb19fe1a3d,176.28363,11.480848
Patch,73.jpg,..\data\Surface Crack Detection\Patch\Patch\73.jpg,1954,1116,1.751,RGB,JPEG,414.8,False,c05ba0c1d63689edc57575d1bd6a7afa,178.24951,12.855681
Patch,74.jpg,..\data\Surface Crack Detection\Patch\Patch\74.jpg,2063,1561,1.322,RGB,JPEG,492.9,False,0b72853a37115a169c616f90d9551abe,171.06403,10.1786175
Patch,75.jpg,..\data\Surface Crack Detection\Patch\Patch\75.jpg,1806,1489,1.213,RGB,JPEG,395.8,False,f556c7be71a2c6d4a801e3bd50171318,172.26288,9.876047
Patch,76.jpg,..\data\Surface Crack Detection\Patch\Patch\76.jpg,1703,1480,1.151,RGB,JPEG,548.4,False,a3b5a2502d5e02f0f47299d9d20d7540,169.28363,9.491461
Patch,77.jpg,..\data\Surface Crack Detection\Patch\Patch\77.jpg,1912,1092,1.751,RGB,JPEG,494.8,False,08beccac727b96adff553dc5eee57383,151.37994,21.503988
Patch,78.jpg,..\data\Surface Crack Detection\Patch\Patch\78.jpg,2088,1242,1.681,RGB,JPEG,588.9,False,c8a6d3e3ef58b71f560f4731c808371e,156.26471,22.291414
Patch,79.jpg,..\data\Surface Crack Detection\Patch\Patch\79.jpg,472,703,0.671,RGB,JPEG,79.5,False,fe680b087ac11d04100349f17fda90f4,176.66614,13.172232
Patch,8.jpg,..\data\Surface Crack Detection\Patch\Patch\8.jpg,3193,2246,1.422,RGB,JPEG,1226.1,False,42f2a7cab096ee779b136fb9e4dcbb24,152.0094,25.092003
Patch,80.jpg,..\data\Surface Crack Detection\Patch\Patch\80.jpg,568,716,0.793,RGB,JPEG,86.9,False,8558c40a93fa04ce90559bd9fed67b83,181.79144,11.440547
Patch,81.jpg,..\data\Surface Crack Detection\Patch\Patch\81.jpg,1126,736,1.53,RGB,JPEG,169.8,False,9d618c3f1d93bb7bfaba1e237a724e1d,161.88275,12.808396
Patch,82.jpg,..\data\Surface Crack Detection\Patch\Patch\82.jpg,603,520,1.16,RGB,JPEG,73.6,False,c7239261995cff76e944d67d7e331aed,166.96594,13.791427
Patch,83.jpg,..\data\Surface Crack Detection\Patch\Patch\83.jpg,942,560,1.682,RGB,JPEG,89.5,False,01adec691165998eae6084fdf0d87f28,169.15363,13.132141
Patch,84.jpg,..\data\Surface Crack Detection\Patch\Patch\84.jpg,1125,673,1.672,RGB,JPEG,140.5,False,a16c290f97c0504b6d20595d7dcb7f8a,164.5575,13.211294
Patch,85.jpg,..\data\Surface Crack Detection\Patch\Patch\85.jpg,983,881,1.116,RGB,JPEG,173.7,False,dc7fba8896cd480cbef50b92e47e61b5,178.28082,13.891361
Patch,86.jpg,..\data\Surface Crack Detection\Patch\Patch\86.jpg,558,342,1.632,RGB,JPEG,39.5,False,0fb9a3d1cf4582a916d0e7dd5fb942b8,179.36993,10.132571
Patch,87.jpg,..\data\Surface Crack Detection\Patch\Patch\87.jpg,1332,744,1.79,RGB,JPEG,134.0,False,db6aee9a7a4d0e542c2202015c3dd6ec,159.65845,14.343143
Patch,88.jpg,..\data\Surface Crack Detection\Patch\Patch\88.jpg,1166,582,2.003,RGB,JPEG,119.0,False,0d9510114e7df7331be241f07605d618,168.83582,16.026512
Patch,89.jpg,..\data\Surface Crack Detection\Patch\Patch\89.jpg,673,488,1.379,RGB,JPEG,81.1,False,b27cc744cc0d4817fb9d656f81798b71,168.6466,11.205668
Patch,9.jpg,..\data\Surface Crack Detection\Patch\Patch\9.jpg,3022,3191,0.947,RGB,JPEG,2700.6,False,1cd1ee985f8c63b5d4e25106838e7b3d,157.50488,20.910236
Patch,90.jpg,..\data\Surface Crack Detection\Patch\Patch\90.jpg,644,392,1.643,RGB,JPEG,57.9,False,c02bd8d49ec1e22e5463155c3a206ded,177.56049,11.745314
Patch,91.jpg,..\data\Surface Crack Detection\Patch\Patch\91.jpg,1158,732,1.582,RGB,JPEG,131.4,False,e1a30a781424ae9a5bd496204bea1e07,171.92426,8.88229
Patch,92.jpg,..\data\Surface Crack Detection\Patch\Patch\92.jpg,1230,852,1.444,RGB,JPEG,172.3,False,27a73ddb18ea0110b56439d322b11b4d,169.91254,12.711857
Patch,93.jpg,..\data\Surface Crack Detection\Patch\Patch\93.jpg,760,938,0.81,RGB,JPEG,148.8,False,7eae38a15125736d03067112542f1d6a,167.3515,16.404142
Patch,94.jpg,..\data\Surface Crack Detection\Patch\Patch\94.jpg,1182,519,2.277,RGB,JPEG,158.5,False,dec296cd279c948639d452ec6b9fd6f5,130.01031,17.504988
Patch,95.jpg,..\data\Surface Crack Detection\Patch\Patch\95.jpg,1186,595,1.993,RGB,JPEG,139.0,False,8ab0ef1be9debc6c020db36683adc3f3,139.70331,8.345266
Patch,96.jpg,..\data\Surface Crack Detection\Patch\Patch\96.jpg,600,230,2.609,RGB,JPEG,34.1,False,d73482deb75686e8384af1aaf46c04ff,139.19287,7.6335063
Patch,97.jpg,..\data\Surface Crack Detection\Patch\Patch\97.jpg,1012,572,1.769,RGB,JPEG,125.1,False,9091b9b1ee136804d8a410ba6de339de,136.11346,8.851193
Patch,98.jpg,..\data\Surface Crack Detection\Patch\Patch\98.jpg,619,425,1.456,RGB,JPEG,71.7,False,434bdd1d49fdb1e4c5129a5d6bf31081,150.84003,18.00823
Patch,99.jpg,..\data\Surface Crack Detection\Patch\Patch\99.jpg,1192,1063,1.121,RGB,JPEG,252.8,False,0d45aad69aad77305fa4904ad186f57a,165.83179,13.850328
Potholes,1.jpg,..\data\Surface Crack Detection\Potholes\Potholes\1.jpg,2383,996,2.393,RGB,JPEG,858.3,False,4823be0812b17dba0148910babe2ab99,168.02167,16.365856
Potholes,10.jpg,..\data\Surface Crack Detection\Potholes\Potholes\10.jpg,1908,1474,1.294,RGB,JPEG,1328.5,False,7a336793628ac13830ef7a86ea18a19a,161.10492,29.13712
Potholes,100.jpg,..\data\Surface Crack Detection\Potholes\Potholes\100.jpg,805,672,1.198,RGB,JPEG,157.1,False,5e47ddb19a24a94bac90c054c4e5fc0f,151.6654,16.695566
Potholes,11.jpg,..\data\Surface Crack Detection\Potholes\Potholes\11.jpg,2892,1114,2.596,RGB,JPEG,1532.2,False,6f171e103bfea5dea9aad77f2ee7e359,165.82391,28.957708
Potholes,12.jpg,..\data\Surface Crack Detection\Potholes\Potholes\12.jpg,969,785,1.234,RGB,JPEG,334.0,False,42d70d9ac95e0c7914d008d28ff26e24,142.76776,22.510717
Potholes,13.jpg,..\data\Surface Crack Detection\Potholes\Potholes\13.jpg,2334,1974,1.182,RGB,JPEG,1987.8,False,a244a44ac00c6feb2193184c3911345b,137.95782,24.701483
Potholes,14.jpg,..\data\Surface Crack Detection\Potholes\Potholes\14.jpg,1792,1200,1.493,RGB,JPEG,926.9,False,181723634c4ed32c754a75ed70e5b8ba,156.87305,20.48418
Potholes,15.jpg,..\data\Surface Crack Detection\Potholes\Potholes\15.jpg,2122,1271,1.67,RGB,JPEG,931.1,False,2287a3c9ba746d1c33c4be460fb3d686,150.65881,20.108599
Potholes,16.jpg,..\data\Surface Crack Detection\Potholes\Potholes\16.jpg,2447,1207,2.027,RGB,JPEG,1027.8,False,7174e292bdec15ef2cd47d771ea5ebe3,151.51947,21.021751
Potholes,17.jpg,..\data\Surface Crack Detection\Potholes\Potholes\17.jpg,2167,1319,1.643,RGB,JPEG,1034.5,False,01001621ed1e37790b779838c78c82d9,157.14752,25.44672
Potholes,18.jpg,..\data\Surface Crack Detection\Potholes\Potholes\18.jpg,1813,1271,1.426,RGB,JPEG,903.4,False,12d6d6b53a0914334841e5cec1345f3d,153.10223,24.271019
Potholes,19.jpg,..\data\Surface Crack Detection\Potholes\Potholes\19.jpg,1459,1133,1.288,RGB,JPEG,654.1,False,da1ee49c2108f676816a78c573dab45b,152.044,20.26727
Potholes,2.jpg,..\data\Surface Crack Detection\Potholes\Potholes\2.jpg,1752,859,2.04,RGB,JPEG,330.3,False,552781921398180dc2f29f56984d6e6c,169.92896,19.110807
Potholes,20.jpg,..\data\Surface Crack Detection\Potholes\Potholes\20.jpg,2344,1393,1.683,RGB,JPEG,1388.4,False,aa4af77708279093de4be75f62b34a49,145.19421,22.49402
Potholes,21.jpg,..\data\Surface Crack Detection\Potholes\Potholes\21.jpg,1723,937,1.839,RGB,JPEG,709.7,False,4a073296955190c3b7c4e6e30c65004b,145.38007,26.76716
Potholes,22.jpg,..\data\Surface Crack Detection\Potholes\Potholes\22.jpg,1008,1098,0.918,RGB,JPEG,399.0,False,49b7373242c7fe8aa4c3758fc868a009,135.75092,24.123497
Potholes,23.jpg,..\data\Surface Crack Detection\Potholes\Potholes\23.jpg,1637,1140,1.436,RGB,JPEG,721.7,False,f7f04aa4a986fea35c91b02eeea68d9f,157.78198,19.991901
Potholes,24.jpg,..\data\Surface Crack Detection\Potholes\Potholes\24.jpg,1419,855,1.66,RGB,JPEG,476.6,False,9f742c6300462797f90429fb258364e6,162.75854,17.921326
Potholes,25.jpg,..\data\Surface Crack Detection\Potholes\Potholes\25.jpg,1697,1062,1.598,RGB,JPEG,659.6,False,faf5f8e066d0da755b547c34056c6ffb,156.099,19.671011
Potholes,26.jpg,..\data\Surface Crack Detection\Potholes\Potholes\26.jpg,1840,1912,0.962,RGB,JPEG,1049.7,False,fb7f4f15c590a788c242a59e43060785,157.48059,21.692253
Potholes,27.jpg,..\data\Surface Crack Detection\Potholes\Potholes\27.jpg,1998,1458,1.37,RGB,JPEG,1383.9,False,9ae29370d4974258966a5ec16d0fa273,152.24115,16.855509
Potholes,28.jpg,..\data\Surface Crack Detection\Potholes\Potholes\28.jpg,2525,1648,1.532,RGB,JPEG,1842.1,False,13b73296233d1ecc796e4c8bffa7b6bf,155.15979,17.201042
Potholes,29.jpg,..\data\Surface Crack Detection\Potholes\Potholes\29.jpg,1384,1752,0.79,RGB,JPEG,1047.6,False,a5b263aa77a190eaaaec0a390a09892b,150.9513,17.601858
Potholes,3.jpg,..\data\Surface Crack Detection\Potholes\Potholes\3.jpg,1037,725,1.43,RGB,JPEG,346.0,False,69e1df81f84ec6887bb7deda338c16f6,181.1441,20.1169
Potholes,30.jpg,..\data\Surface Crack Detection\Potholes\Potholes\30.jpg,1701,1701,1.0,RGB,JPEG,1192.6,False,7a68e8d35120b4495a62ac8ca205527f,148.555,16.089375
Potholes,31.jpg,..\data\Surface Crack Detection\Potholes\Potholes\31.jpg,784,833,0.941,RGB,JPEG,159.0,False,92514a5bad65d4571689b99b239395b3,166.0968,12.44201
Potholes,32.jpg,..\data\Surface Crack Detection\Potholes\Potholes\32.jpg,1195,906,1.319,RGB,JPEG,528.0,False,d18d0038e10a84be8d9fe3160d45983e,167.05109,13.663157
Potholes,33.jpg,..\data\Surface Crack Detection\Potholes\Potholes\33.jpg,1705,1174,1.452,RGB,JPEG,689.4,False,dea0a5e5aded441a68c1bc250ad8a64e,170.03271,12.187476
Potholes,34.jpg,..\data\Surface Crack Detection\Potholes\Potholes\34.jpg,1105,796,1.388,RGB,JPEG,351.8,False,91b3b19cb45c52e5b9566dfdfa253f8e,156.52124,16.285744
Potholes,35.jpg,..\data\Surface Crack Detection\Potholes\Potholes\35.jpg,1266,884,1.432,RGB,JPEG,453.6,False,9fcc121fab3b5897bbbc92cc4353c65d,158.91864,10.179536
Potholes,36.jpg,..\data\Surface Crack Detection\Potholes\Potholes\36.jpg,1815,946,1.919,RGB,JPEG,757.4,False,f538313a262799c3eaeb79901589dc80,162.29388,15.418427
Potholes,37.jpg,..\data\Surface Crack Detection\Potholes\Potholes\37.jpg,1529,978,1.563,RGB,JPEG,635.8,False,68b58965f14e896a1cc0d244ff14de91,171.83081,13.840463
Potholes,38.jpg,..\data\Surface Crack Detection\Potholes\Potholes\38.jpg,2294,1912,1.2,RGB,JPEG,1757.9,False,e5ca1f173069d745c756f8bc92633f55,160.62115,22.686287
Potholes,39.jpg,..\data\Surface Crack Detection\Potholes\Potholes\39.jpg,1734,999,1.736,RGB,JPEG,663.8,False,634119f0dd2b4c6005524aa072fefc4c,181.40283,18.068167
Potholes,4.jpg,..\data\Surface Crack Detection\Potholes\Potholes\4.jpg,1103,652,1.692,RGB,JPEG,192.7,False,3b4c2d5ca85d8181aa60314c712cd2a8,154.71698,17.255323
Potholes,40.jpg,..\data\Surface Crack Detection\Potholes\Potholes\40.jpg,1549,1181,1.312,RGB,JPEG,700.6,False,804c210fcdffb6dc9f8e5cd5bc1ad8c5,175.03857,17.909018
Potholes,41.jpg,..\data\Surface Crack Detection\Potholes\Potholes\41.jpg,2302,1964,1.172,RGB,JPEG,1950.5,False,75fbd0d36958ae1d904b74ee23cb03cc,171.78314,13.058066
Potholes,42.jpg,..\data\Surface Crack Detection\Potholes\Potholes\42.jpg,1706,1706,1.0,RGB,JPEG,1108.4,False,0e95ddfcbfc61c283a2015dcd3f175f0,155.04968,22.071424
Potholes,43.jpg,..\data\Surface Crack Detection\Potholes\Potholes\43.jpg,1022,836,1.222,RGB,JPEG,446.7,False,6b917dfb095f49dd853a047978bce9b9,169.12665,16.000397
Potholes,44.jpg,..\data\Surface Crack Detection\Potholes\Potholes\44.jpg,1951,1153,1.692,RGB,JPEG,1174.8,False,97e5e08d2af30c2348c7d989210cb9cc,160.48694,15.55083
Potholes,45.jpg,..\data\Surface Crack Detection\Potholes\Potholes\45.jpg,2092,1401,1.493,RGB,JPEG,1309.8,False,55ea3db62a90d809130a77d39240180f,150.75562,14.745012
Potholes,46.jpg,..\data\Surface Crack Detection\Potholes\Potholes\46.jpg,2140,1962,1.091,RGB,JPEG,2101.1,False,afaa2ab2e0e819cbcfbc3ec19aaade90,150.70142,15.333093
Potholes,47.jpg,..\data\Surface Crack Detection\Potholes\Potholes\47.jpg,1178,1690,0.697,RGB,JPEG,1011.6,False,6ec8dc068da0a422212af8e5c2edbe23,146.76788,19.80933
Potholes,48.jpg,..\data\Surface Crack Detection\Potholes\Potholes\48.jpg,1062,691,1.537,RGB,JPEG,173.6,False,1118e45d8be7624572bd8bdef58e54a6,157.22052,12.831627
Potholes,49.jpg,..\data\Surface Crack Detection\Potholes\Potholes\49.jpg,1526,1469,1.039,RGB,JPEG,1078.4,False,c1f35434edf7c7451d563ea419aa7864,152.16089,12.48917
Potholes,5.jpg,..\data\Surface Crack Detection\Potholes\Potholes\5.jpg,837,402,2.082,RGB,JPEG,71.1,False,82e2935dd0a29531fc8a2e6c6fb08dbe,146.33057,17.541073
Potholes,50.jpg,..\data\Surface Crack Detection\Potholes\Potholes\50.jpg,1281,1145,1.119,RGB,JPEG,287.1,False,9a375689ba207e03d52e20075e247a8a,175.2536,16.343893
Potholes,51.jpg,..\data\Surface Crack Detection\Potholes\Potholes\51.jpg,1786,1729,1.033,RGB,JPEG,874.4,False,da6324bcb080d934045908cccbac328d,139.62103,13.601332
Potholes,52.jpg,..\data\Surface Crack Detection\Potholes\Potholes\52.jpg,1857,1533,1.211,RGB,JPEG,1071.8,False,117a086e1c3633acb41765cb018901cc,160.19977,17.997608
Potholes,53.jpg,..\data\Surface Crack Detection\Potholes\Potholes\53.jpg,731,750,0.975,RGB,JPEG,106.4,False,98b3638763db669c4ffa82e380a2a450,184.20483,18.923838
Potholes,54.jpg,..\data\Surface Crack Detection\Potholes\Potholes\54.jpg,830,716,1.159,RGB,JPEG,168.6,False,0aa5cb2de755dc82283486ace93a401c,175.69226,20.557798
Potholes,55.jpg,..\data\Surface Crack Detection\Potholes\Potholes\55.jpg,1645,1697,0.969,RGB,JPEG,1009.5,False,e687d7d040a2f846c49a7beaf55dd4ad,156.4895,14.20236
Potholes,56.jpg,..\data\Surface Crack Detection\Potholes\Potholes\56.jpg,1247,1051,1.186,RGB,JPEG,290.3,False,75c31a46d3a09c39fcf90a4a45af800d,151.39368,15.28812
Potholes,57.jpg,..\data\Surface Crack Detection\Potholes\Potholes\57.jpg,1677,1555,1.078,RGB,JPEG,987.7,False,2e79139219362f4720d26da60754a975,170.18805,21.56771
Potholes,58.jpg,..\data\Surface Crack Detection\Potholes\Potholes\58.jpg,1801,2051,0.878,RGB,JPEG,1589.6,False,64cd1effb2f30bcb461a2fd77e0d42b2,160.12756,13.606467
Potholes,59.jpg,..\data\Surface Crack Detection\Potholes\Potholes\59.jpg,1141,1118,1.021,RGB,JPEG,451.4,False,662b4a00dc1dd75505f65049c087cecf,171.13617,13.644533
Potholes,6.jpg,..\data\Surface Crack Detection\Potholes\Potholes\6.jpg,1621,2145,0.756,RGB,JPEG,1199.0,False,e4d32489502304777437176100edba7d,162.44739,25.741062
Potholes,60.jpg,..\data\Surface Crack Detection\Potholes\Potholes\60.jpg,2485,1821,1.365,RGB,JPEG,1416.3,False,8e9b13da4cbb4283af1c777f822d91b2,154.34326,14.496046
Potholes,61.jpg,..\data\Surface Crack Detection\Potholes\Potholes\61.jpg,1887,1647,1.146,RGB,JPEG,1225.5,False,6ae257432e4a2c481a53ac5b25ade761,162.48682,12.955078
Potholes,62.jpg,..\data\Surface Crack Detection\Potholes\Potholes\62.jpg,2052,1719,1.194,RGB,JPEG,1398.1,False,68ac7ec037384fbe4b2d5888645d2550,152.53644,16.350939
Potholes,63.jpg,..\data\Surface Crack Detection\Potholes\Potholes\63.jpg,2032,1276,1.592,RGB,JPEG,927.3,False,f708ce03f717bb596c61b24cea25630f,151.8009,11.807814
Potholes,64.jpg,..\data\Surface Crack Detection\Potholes\Potholes\64.jpg,2140,1461,1.465,RGB,JPEG,1215.6,False,9d7bf03613f8c56fa6591d5c40213885,158.23975,19.386444
Potholes,65.jpg,..\data\Surface Crack Detection\Potholes\Potholes\65.jpg,2141,1667,1.284,RGB,JPEG,1520.8,False,385659c5c5ad14614e27739ed37772fa,155.29199,18.02074
Potholes,66.jpg,..\data\Surface Crack Detection\Potholes\Potholes\66.jpg,2150,1833,1.173,RGB,JPEG,1152.7,False,c9a1f5584725cae997bcdff2418aa2b8,154.49054,20.366207
Potholes,67.jpg,..\data\Surface Crack Detection\Potholes\Potholes\67.jpg,1009,534,1.89,RGB,JPEG,135.1,False,c21b577dffb9d1249c9a6ed0b0da95ae,158.96643,13.056708
Potholes,68.jpg,..\data\Surface Crack Detection\Potholes\Potholes\68.jpg,941,826,1.139,RGB,JPEG,260.3,False,e4574e32f2017d8f2156bb70995dba9f,155.2345,16.259712
Potholes,69.jpg,..\data\Surface Crack Detection\Potholes\Potholes\69.jpg,1522,1394,1.092,RGB,JPEG,515.5,False,9f7595c54ce218c362f72e9a8579b7b0,148.27899,17.226078
Potholes,7.jpg,..\data\Surface Crack Detection\Potholes\Potholes\7.jpg,1724,1782,0.967,RGB,JPEG,1005.0,False,0b68d7a6744ac4f6bfd20591389a6a2e,153.81866,23.910732
Potholes,70.jpg,..\data\Surface Crack Detection\Potholes\Potholes\70.jpg,1134,660,1.718,RGB,JPEG,229.2,False,2e276e8a6f541cf6b07a2c80a3e89fd6,162.10284,26.51202
Potholes,71.jpg,..\data\Surface Crack Detection\Potholes\Potholes\71.jpg,1210,607,1.993,RGB,JPEG,200.0,False,f86c456c8830c8c441353e61f5db2fce,149.86462,18.493158
Potholes,72.jpg,..\data\Surface Crack Detection\Potholes\Potholes\72.jpg,1206,931,1.295,RGB,JPEG,298.7,False,c59c5cc677e99a065304380cb42cb4db,160.82965,24.755274
Potholes,73.jpg,..\data\Surface Crack Detection\Potholes\Potholes\73.jpg,393,499,0.788,RGB,JPEG,69.3,False,8408fff386902e97207cb74c171fb680,149.557,14.562954
Potholes,74.jpg,..\data\Surface Crack Detection\Potholes\Potholes\74.jpg,618,324,1.907,RGB,JPEG,66.2,False,6de9f1a1ea65566e0d553427ca977d74,165.906,18.507332
Potholes,75.jpg,..\data\Surface Crack Detection\Potholes\Potholes\75.jpg,311,223,1.395,RGB,JPEG,38.1,False,d90eba4b7dcd4552ff3885c66ba1562f,169.0805,18.259092
Potholes,76.jpg,..\data\Surface Crack Detection\Potholes\Potholes\76.jpg,614,436,1.408,RGB,JPEG,82.8,False,f6b260c2398a2ab1b05876b2f475b8de,160.68268,11.633044
Potholes,77.jpg,..\data\Surface Crack Detection\Potholes\Potholes\77.jpg,520,367,1.417,RGB,JPEG,50.8,False,1aa078e937b3633cbd38c930d85013d5,140.00183,9.611801
Potholes,78.jpg,..\data\Surface Crack Detection\Potholes\Potholes\78.jpg,879,852,1.032,RGB,JPEG,195.0,False,631e702269f5289ff023a776e494f8c1,150.5285,16.244127
Potholes,79.jpg,..\data\Surface Crack Detection\Potholes\Potholes\79.jpg,708,534,1.326,RGB,JPEG,84.2,False,360b5140fe617b1a11f407acf7abc0f0,172.60956,11.712382
Potholes,8.jpg,..\data\Surface Crack Detection\Potholes\Potholes\8.jpg,1897,1310,1.448,RGB,JPEG,1148.0,False,59cc199359d4f4d71046aaecc9dfc732,164.15656,30.005238
Potholes,80.jpg,..\data\Surface Crack Detection\Potholes\Potholes\80.jpg,788,977,0.807,RGB,JPEG,108.4,False,8a41b457b0be136ef383f68c7ecc59de,172.7334,14.332953
Potholes,81.jpg,..\data\Surface Crack Detection\Potholes\Potholes\81.jpg,636,314,2.025,RGB,JPEG,62.7,False,03777e5583de8a78f64957aabd015b9e,119.272156,14.479565
Potholes,82.jpg,..\data\Surface Crack Detection\Potholes\Potholes\82.jpg,585,484,1.209,RGB,JPEG,76.6,False,798a2a99e80c5f3252824f764e60d229,130.33856,13.032376
Potholes,83.jpg,..\data\Surface Crack Detection\Potholes\Potholes\83.jpg,815,481,1.694,RGB,JPEG,86.3,False,be8448f806b074286578783347b9e08e,153.35004,8.458465
Potholes,84.jpg,..\data\Surface Crack Detection\Potholes\Potholes\84.jpg,655,550,1.191,RGB,JPEG,84.6,False,e76c97e710e0ebb5eb6614ce45389eb5,171.16223,12.823454
Potholes,85.jpg,..\data\Surface Crack Detection\Potholes\Potholes\85.jpg,596,514,1.16,RGB,JPEG,80.5,False,405b8c1b2ba6343e4b8f1662ba846c46,113.98248,15.618522
Potholes,86.jpg,..\data\Surface Crack Detection\Potholes\Potholes\86.jpg,1412,959,1.472,RGB,JPEG,351.6,False,d1b58912d0ae5eea65725b6284808762,99.70062,21.489315
